Title,Link,Keywords
Response of the mouse sublingual gland to spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6131065/,"gland, response, mouse"
Effects of spaceflight on the mouse submandibular gland,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11233762/,"mouse, effects, gland"
"Reactivation of Latent Epstein-Barr Virus: A Comparison after Exposure to Gamma, Proton, Carbon, and Iron Radiation",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6213004/,"epstein-barr, proton, iron"
The influence of spaceflight on the astronaut salivary microbiome and the search for a microbiome biomarker for viral reactivation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7171750/,"microbiome, search, reactivation"
The cyclic nucleotide-gated channel CNGC14 regulates root gravitropism in Arabidopsis thaliana.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10414970/,"cyclic, regulates, gravitropism"
Telomere length assessments of muscle stem cells in rodent and human skeletal muscle sections,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8450295/,"cells, rodent, telomere"
Persistent NF-κB activation in muscle stem cells induces proliferation-independent telomere shortening,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8183356/,"muscle, stem, nf-Ϻb"
Piezo1 regulates the regenerative capacity of skeletal muscles via orchestration of stem cell morphological states.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8932657/,"regenerative, orchestration, capacity"
"Impacts of radiation exposure, hindlimb unloading, and recovery on murine skeletal muscle cell telomere length.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10504369/,"radiation, muscle, telomere"
Ethylene-induced flavonol accumulation in guard cells suppresses reactive oxygen species and modulates stomatal aperture,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3982735/,"oxygen, reactive, species"
Transcriptional and Hormonal Regulation of Gravitropism of Woody Stems in Populus.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4682325/,"stems, woody, regulation"
Endosidin2 targets conserved exocyst complex subunit EXO70 to inhibit exocytosis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10264680/,"conserved, targets, complex"
"A conditional mutation in SCD1 reveals linkage between PIN protein trafficking, auxin transport, gravitropism, and lateral root initiation.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7358545/,"conditional, protein, gravitropism"
"A comprehensive SARS-CoV-2 and COVID-19 review, Part 1: Intracellular overdrive for SARS-CoV-2 infection.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9108708/,"overdrive, part, sars-cov-2"
Changes in nuclear shape and gene expression in response to simulated microgravity are LINC complex-dependent.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7555797/,"linc, shape, microgravity"
"Growth of Carnobacterium spp. from permafrost under low pressure, temperature, and anoxic atmosphere has implications for Earth microbes on Mars",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3545801/,"carnobacterium, earth, implications"
Complete Genome Sequence of Carnobacterium gilichinskyi Strain WN1359T (DSM 27470T),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3869332/,"(dsm, complete, genome"
"Exposure of Bacillus subtilis to low pressure (5 kilopascals) induces several global regulons, including those involved in the SigB-mediated general stress response",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4135744/,"exposure, response, global"
"Resistance of Bacillus subtilis Spore DNA to Lethal Ionizing Radiation Damage Relies Primarily on Spore Core Components and DNA Repair, with Minor Effects of Oxygen Radical Detoxification",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3911009/,"lethal, core, resistance"
Cultivation of Staphylococcus epidermidis in the human spaceflight environment leads to alterations in the frequency and spectrum of spontaneous rifampicin-resistance mutations in the rpoB gene,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4923109/,"cultivation, gene, frequency"
Experimental Evolution of Bacillus subtilis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11673879/,"bacillus, evolution, experimental"
Cultivation in space flight produces minimal alterations in the susceptibility of Bacillus subtilis cells to 72 different antibiotics and growth-inhibiting compounds,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5648920/,"minimal, compounds, susceptibility"
Alterations in the Spectrum of Spontaneous Rifampicin-Resistance Mutations in the Bacillus subtilis rpoB Gene after Cultivation in the Human Spaceflight Environment,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5817088/,"spaceflight, rpob, rifampicin-resistance"
Mechanotransduction in Prokaryotes: A Possible Mechanism of Spaceflight Adaptation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7825584/,"prokaryotes, mechanism, spaceflight"
Environmental dependence of competitive fitness in rifampin-resistant rpoB mutants of Bacillus subtilis.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8904044/,"dependence, rifampin-resistant, environmental"
Analysis of interactions of Salmonella type three secretion mutants with 3-D intestinal epithelial cells.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3012082/,"salmonella, intestinal, epithelial"
Organotypic 3D cell culture models: using the rotating wall vessel to study host-pathogen interactions.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11088941/,"cell, host-pathogen, wall"
Induction of attachment-independent biofilm formation and repression of Hfq expression by low-fluid-shear culture of Staphylococcus aureus,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3187170/,"induction, staphylococcus, low-fluid-shear"
Characterization of the Salmonella enterica serovar Typhimurium ydcI gene which encodes a conserved DNA binding protein required for full acid stress resistance.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3133089/,"conserved, full, protein"
Evaluation of microorganisms cultured from injured and repressed tissue regeneration sites in endangered giant aquatic Ozark Hellbender salamanders.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3242767/,"salamanders, microorganisms, tissue"
Transcriptional and proteomic responses of Pseudomonas aeruginosa PAO1 to spaceflight conditions involve Hfq regulation and reveal a role for oxygen.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3067220/,"pseudomonas, proteomic, reveal"
New insights into the bacterial fitness-associated mechanisms revealed by the characterization of large plasmids of an avian pathogenic E. coli,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3251573/,"revealed, large, pathogenic"
Lack of norovirus replication and histo-blood group antigen expression in 3-dimensional intestinal epithelial cells,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3647661/,"antigen, 3-dimensional, intestinal"
Conservation of the low-shear modeled microgravity response in Enterobacteriaceae and analysis of the trp genes in this response.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4085587/,"modeled, response, conservation"
Mimicking the host and its microenvironment in vitro for studying mucosal infections by Pseudomonas aeruginosa.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4096993/,"microenvironment, vitro, host"
Effects of Sex and Gender on Adaptation to Space: Immune System,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7467030/,"gender, immune, adaptation"
Recellularization of decellularized lung scaffolds is enhanced by dynamic suspension culture.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4427280/,"suspension, lung, decellularized"
Three-dimensional organotypic co-culture model of intestinal epithelial cells and macrophages to study Salmonella enterica colonization patterns.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5460263/,"model, organotypic, intestinal"
Modeling Host-Pathogen Interactions in the Context of the Microenvironment: 3-D Cell Culture Comes of Age.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6204695/,"modeling, host-pathogen, interactions"
Evaluating the effect of spaceflight on the host–pathogen interaction between human intestinal epithelial cells and Salmonella Typhimurium,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7943786/,"effect, intestinal, spaceflight"
Rapid phenotypic response of LSMMG-'primed' Candida albicans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11888247/,"rapid, lsmmg-'primed', response"
Spaceflight enhances cell aggregation and random budding in Candida albicans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3851762/,"enhances, budding, random"
"Growth and antifungal resistance of the pathogenic yeast, Candida albicans, in the microgravity environment of the International Space Station: An aggregate of multiple flight experiences.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8067245/,"resistance, candida, station"
NASA GeneLab RNA-Seq Consensus Pipeline: Standardized Processing of Short-Read RNA-Seq Data,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8044432/,"short-read, pipeline, genelab"
Challenges and considerations for single-cell and spatially resolved transcriptomics sample collection during spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9701605/,"during, spatially, resolved"
Direct RNA sequencing of astronaut blood reveals spaceflight-associated m6A increases and hematopoietic transcriptional responses,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166648/,"hematopoietic, direct, increases"
Collection of biospecimens from the inspiration4 mission establishes the standards for the space omics and medical atlas (SOMA),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166662/,"(soma), inspiration4, biospecimens"
Microfluidics-enabled method to identify modes of Caenorhabditis elegans paralysis in four anthelmintics.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3838407/,"modes, anthelmintics, paralysis"
Multiparameter behavioral analyses provide insights to mechanisms of cyanide resistance in Caenorhabditis elegans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3748764/,"elegans, insights, cyanide"
Growth performance and root transcriptome remodeling of Arabidopsis in response to Mars-like levels of magnesium sulfate.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2925951/,"levels, magnesium, mars-like"
The 14-3-3 proteins of Arabidopsis regulate root growth and chloroplast development as components of the photosensory system.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3350920/,"system, development, arabidopsis"
14-3-3 phosphoprotein interaction networks - does isoform diversity present functional interaction specification?,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3422896/,"networks, diversity, interaction"
Plant growth strategies are remodeled by spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11869762/,"plant, growth, spaceflight"
Spaceflight transcriptomes: unique responses to a novel environment.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10712242/,"spaceflight, environment, transcriptomes"
Fundamental plant biology enabled by the space shuttle.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6143729/,"enabled, shuttle, plant"
Organ-specific remodeling of the Arabidopsis transcriptome in response to spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10058394/,"remodeling, transcriptome, spaceflight"
A method for preparing spaceflight RNAlater-fixed Arabidopsis thaliana (Brassicaceae) tissue for scanning electron microscopy.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4103452/,"electron, tissue, arabidopsis"
ARG1 Functions in the Physiological Adaptation of Undifferentiated Plant Cells to Spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8024390/,"adaptation, cells, arg1"
A Member of the CONSTANS-Like Protein Family is a Putative Regulator of ROS Homeostasis and Spaceflight Physiological Adaptation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6348315/,"spaceflight, physiological, adaptation"
HSFA2 Functions in the Physiological Adaptation of Undifferentiated Plant Cells to Spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6359015/,"undifferentiated, spaceflight, cells"
Neutrophil to Lymphocyte ratio: A biomarker to monitor the immune status of astronauts.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7667275/,"neutrophil, lymphocyte, ratio"
Beyond low-Earth orbit: Characterizing immune and microRNA differentials following simulated deep spaceflight conditions in mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7756144/,"microrna, mice, orbit"
Immunological and hematological outcomes following protracted low dose/low dose rate ionizing radiation and simulated microgravity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8169688/,"dose/low, simulated, radiation"
Epigenomic regulators elongator complex subunit 2 and methyltransferase 1 differentially condition the spaceflight response in Arabidopsis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8475764/,"condition, epigenomic, elongator"
Plants grown in Apollo lunar regolith present stress-associated transcriptomes that inform prospects for lunar exploration,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9098553/,"regolith, lunar, present"
Artificial gravity partially protects space-induced neurological deficits in Drosophila melanogaster.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10503492/,"artificial, partially, space-induced"
Utilizing the KSC fixation tube to conduct human-tended plant biology experiments on a suborbital spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9693084/,"experiments, biology, suborbital"
Changes in Mouse Thymus and Spleen after Return from the STS-135 Mission in Space,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3792163/,"spleen, thymus, mouse"
Post-Spaceflight (STS-135) Mouse Splenocytes Demonstrate Altered Activation Properties and Surface Molecule Expression.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4430214/,"splenocytes, activation, molecule"
Changes in the distribution and function of leukocytes after whole-body iron ion irradiation.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5045078/,"distribution, function, whole-body"
Is spaceflight-induced immune dysfunction linked to systemic changes in metabolism?,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5443495/,"spaceflight-induced, changes, immune"
Spaceflight Activates Autophagy Programs and the Proteasome in Mouse Liver,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5666744/,"spaceflight, activates, mouse"
Vive la radiorésistance!: Converging research in radiobiology and biogerontology to enhance human radioresistance for deep space exploration and colonization.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5865701/,"radiobiology, research, vive"
Proteomic analysis of mouse brain subjected to spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6337482/,"spaceflight, subjected, proteomic"
Transcriptomic effects on the mouse heart following 30 days on the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9953463/,"international, transcriptomic, effects"
Spaceflight-induced gene expression profiles in the mouse brain are attenuated by treatment with the antioxidant BuOE,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10487739/,"antioxidant, attenuated, treatment"
Basal signaling regulates plant growth and development,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11942576/,"basal, growth, plant"
Phosphoinositide-signaling is one component of a robust plant defense response,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4052902/,"robust, component, plant"
Uncovering transcriptional responses to fractional gravity in Arabidopsis roots,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8539686/,"uncovering, transcriptional, gravity"
Conserved plant transcriptional responses to microgravity from two consecutive spaceflight experiments.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10800490/,"transcriptional, microgravity, plant"
RNAseq analysis of rodent spaceflight experiments is confounded by sample collection techniques,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7756143/,"experiments, techniques, collection"
Functional changes in the snail statocyst system elicited by microgravity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3066201/,"functional, statocyst, changes"
Simulated microgravity impairs human NK [natural killer] cell cytotoxic activity against space radiation-relevant leukemic cells,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11324864/,"impairs, killer], space"
Multi-analyte biochip (MAB) based on all-solid-state ion-selective electrodes (ASSISE) for physiological research,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3665236/,"electrodes, research, physiological"
Lab-on-a-chip approaches for space-biology research.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10470837/,"approaches, lab-on-a-chip, space-biology"
Plant chemical genomics: gravity sensing and response.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10386755/,"sensing, plant, response"
The interaction of vortical flows with red cells in venous valve mimics.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8896891/,"cells, vortical, interaction"
Mammalian and Invertebrate Models as Complementary Tools for Gaining Mechanistic Insight on Muscle Responses to Spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8430797/,"complementary, insight, mammalian"
Investigation of simulated microgravity effects on Streptococcus mutans physiology and global gene expression.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5460135/,"microgravity, investigation, mutans"
Altered quorum sensing and physiology of Staphylococcus aureus during spaceflight detected by multi-omics data analysis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10774393/,"physiology, altered, aureus"
Homotypic vacuole fusion requires VTI11 and is regulated by phosphoinositides,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6126739/,"phosphoinositides, homotypic, vacuole"
REGULATOR OF BULB BIOGENESIS1 (RBB1) Is Involved in Vacuole Bulb Formation in Arabidopsis.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4411111/,"involved, biogenesis1, bulb"
"Phosphoinositides control the localization of HOPS subunit VPS41, which together with VPS33 mediates vacuole fusion in plants.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6126739/,"mediates, together, localization"
Microgravity enhances the phenotype of Arabidopsis zigzag-1 and reduces the Wortmannin-induced vacuole fusion in root cells.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9445043/,"vacuole, root, arabidopsis"
Hypergravity disruption of homeorhetic adaptations to lactation in rat dams include changes in circadian clocks,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3509447/,"include, clocks, lactation"
Intrauterine exposure to maternal stress alters Bdnf IV DNA methylation and telomere length in the brain of adult rat offspring.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5600826/,"adult, methylation, intrauterine"
Influence of gonadectomy on muscle health in micro- and partial-gravity environments in rats.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10831389/,"gonadectomy, micro-, muscle"
Sex differences in muscle health in simulated micro- and partial-gravity environments in rats.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10831389/,"differences, muscle, environments"
Brassinazole resistant 1 (BZR1)-dependent brassinosteroid signalling pathway leads to ectopic activation of quiescent cell division and suppresses columella stem cell differentiation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4507784/,"(bzr1)-dependent, brassinosteroid, pathway"
Proteomic study of microsomal proteins reveals a key role for Arabidopsis Annexin 1 in mediating heat stress-induced increase in intracellular calcium levels.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4349987/,"arabidopsis, stress-induced, study"
Apyrase inhibitors enhance the ability of diverse fungicides to inhibit the growth of different plant-pathogenic fungi,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6638264/,"diverse, growth, different"
ANN1 and ANN2 Function in Post-Phloem Sugar Transport in Root Tips to Affect Primary Root Growth,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6130020/,"post-phloem, affect, sugar"
Mitochondria-targeted human catalase in the mouse longevity MCAT model mitigates head-tilt bedrest-induced neuro-inflammation in the hippocampus.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9695374/,"model, mitigates, longevity"
Structural and functional properties of bone are compromised in amyotrophic lateral sclerosis mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6141014/,"mice, sclerosis, amyotrophic"
Longitudinal time course of muscle impairments during partial weight-bearing in rats,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6706399/,"partial, weight-bearing, rats"
The partial weight-bearing rat model using a pelvic harness does not impact stress or hindlimb blood flow.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12034070/,"harness, blood, weight-bearing"
Dose-dependent skeletal deficits due to varied reductions in mechanical loading in rats.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7235020/,"loading, skeletal, rats"
Approaching Gravity as a Continuum Using the Rat Partial Weight-Bearing Model,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7599661/,"partial, gravity, weight-bearing"
Hindlimb suspension in Wistar rats: Sex-based differences in muscle response,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8493566/,"rats, suspension, hindlimb"
Adaptation to full weight-bearing following disuse in rats: The impact of biological sex on musculoskeletal recovery,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10926278/,"impact, rats, recovery"
Effects of liquid cultivation on gene expression and phenotype of C. elegans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6069985/,"phenotype, cultivation, gene"
Transcriptomic Signature of the Simulated Microgravity Response in Caenorhabditis elegans and Comparison to Spaceflight Experiments.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9856674/,"experiments, caenorhabditis, simulated"
Enabling clonal analyses of yeast in outer space by encapsulation and desiccation in hollow microparticles.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9410522/,"yeast, enabling, desiccation"
Caenorhabditis elegans in microgravity: An omics perspective,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10344948/,"perspective, elegans, microgravity"
Dried plum diet protects from bone loss caused by ionizing radiation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4750446/,"protects, radiation, ionizing"
Dietary countermeasure mitigates simulated spaceflight-induced osteopenia in mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7162976/,"dietary, spaceflight-induced, mice"
Simulated microgravity alters gene regulation linked to immunity and cardiovascular disease,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11353732/,"simulated, microgravity, gene"
Autophagy and its consequences for platelet biology,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11953390/,"platelet, biology, autophagy"
A new role of NAP1L1 in megakaryocytes and human platelets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9737020/,"role, megakaryocytes, nap1l1"
Evaluation of rodent spaceflight in the NASA animal enclosure module for an extended operational period (up to 35 days),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5515519/,"period, extended, rodent"
Morphology of Penicillium rubens Biofilms Formed in Space,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10144393/,"penicillium, rubens, morphology"
Explainable machine learning identifies multi-omics signatures of muscle response to spaceflight in mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10719374/,"multi-omics, spaceflight, mice"
Microbial adaptation to spaceflight is correlated with bacteriophage-encoded functions,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11096397/,"microbial, adaptation, correlated"
Influence of the spaceflight environment on macrophage lineages,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166655/,"environment, spaceflight, lineages"
MARSBOx: Fungal and bacterial endurance from a balloon-flown analog mission in the stratosphere,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7937622/,"marsbox, balloon-flown, mission"
In situ linkage of fungal and bacterial proliferation to microbiologically influenced corrosion in B20 biodiesel storage tanks.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7055474/,"influenced, tanks, proliferation"
"Identification of metagenome-assembled genomes containing antimicrobial resistance genes, isolated from an advanced water treatment facility.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7118179/,"water, isolated, genes"
Nature of pre-earthquake phenomena and their effects on living organisms,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4494396/,"nature, their, effects"
The rapid diagnosis and effective inhibition of coronavirus using spike antibody attached gold nanoparticles,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8323809/,"rapid, nanoparticles, diagnosis"
Blocking SARS-CoV-2 Delta variant (B.1.617.2) spike protein receptor-binding domain binding with the ACE2 receptor of the host cell and inhibiting virus infections using human host defense peptide-conjugated graphene quantum dots.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8886715/,"defense, sars-cov-2, peptide-conjugated"
Safety and pharmacokinetics of intranasally administered heparin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8890767/,"intranasally, heparin, safety"
Inhibition of SARS-CoV-2 wild-type (Wuhan-Hu-1) and Delta (B.1.617.2) strains by marine sulfated glycans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9487896/,"wild-type, (b.1.617.2), delta"
Inhibition of Cytomegalovirus by Pentacta pygmaea Fucosylated Chondroitin Sulfate Depends on Its Molecular Weight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10142442/,"depends, pentacta, sulfate"
Effect of simulated cosmic radiation on cytomegalovirus reactivation and lytic replication,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11477029/,"simulated, cytomegalovirus, cosmic"
A Tissue Retrieval and Postharvest Processing Regimen for Rodent Reproductive Tissues Compatible with Long-Term Storage on the International Space Station and Postflight Biospecimen Sharing Program,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4309301/,"tissues, storage, program"
Effects of sex and gender on adaptations to space: reproductive health,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166981/,"adaptations, health, reproductive"
Effects of spaceflight on the muscles of the murine shoulder.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6343501/,"spaceflight, muscles, murine"
Multiscale effects of spaceflight on murine tendon and bone,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7138367/,"tendon, multiscale, murine"
Reproducible changes in the gut microbiome suggest a shift in microbial and host metabolism during spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6689164/,"spaceflight, during, metabolism"
Failure to Generate Bone Marrow Adipocytes Does Not Protect Mice from Ovariectomy-Induced Osteopenia,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3564669/,"osteopenia, does, generate"
Acute exposure to high dose gamma-radiation results in transient activation of bone lining cells,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4042434/,"cells, gamma-radiation, activation"
Morbid obesity attenuates the skeletal abnormalities associated with leptin deficiency in mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4161659/,"abnormalities, associated, mice"
Hypothalamic leptin gene therapy reduces body weight without accelerating age-related bone loss,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4917201/,"reduces, without, age-related"
Hypothalamic Leptin Gene Therapy Reduces Bone Marrow Adiposity in ob/ob Mice Fed Regular and High-Fat Diets.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4985531/,"diets, bone, adiposity"
Room temperature housing results in premature cancellous bone loss in growing female mice: implications for the mouse as a preclinical model for age-related bone loss.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5421618/,"room, mouse, age-related"
Spaceflight-induced vertebral bone loss in ovariectomized rats is associated with increased bone marrow adiposity and no change in bone formation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5515514/,"loss, ovariectomized, rats"
Role of oestrogen receptor signaling in skeletal response to leptin in female ob/ob mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8671758/,"receptor, oestrogen, female"
Effects of hypothalamic leptin gene therapy on osteopetrosis in leptin-deficient mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5771473/,"therapy, effects, mice"
Leptin stimulates bone formation in ob/ob mice at doses having minimal impact on energy metabolism.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5288125/,"leptin, metabolism, ob/ob"
Bone Marrow Adipose Tissue Deficiency Increases Disuse-Induced Bone Loss in Male Mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5389344/,"adipose, bone, disuse-induced"
Metabolic Coupling Between Bone Marrow Adipose Tissue and Hematopoiesis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9784906/,"metabolic, bone, adipose"
Maintenance of near normal bone mass and architecture in lethally irradiated female mice following adoptive transfer with as few as 750 purified hematopoietic stem cells.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6548323/,"hematopoietic, female, transfer"
Effect of leptin deficiency on the skeletal response to hindlimb unloading in adult male mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6597714/,"unloading, skeletal, adult"
Thermoneutral housing attenuates premature cancellous bone loss in male C57BL/6J mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6865368/,"bone, loss, premature"
Effects of Spaceflight on Cancellous and Cortical Bone in Proximal Femur in Growing Rats,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7907224/,"cortical, effects, rats"
Evidence for increased thermogenesis in female C57BL/6J mice housed aboard the international space station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8213760/,"mice, space, increased"
